P,q,M1,logM1,M2,logM2,R1,logR1,R2,logR2,L1,logL1,L2,logL2,T1,logT1,T2,logT2,Type
0.3166,0.0787,1.246,0.095518042,0.098,-1.008773924,1.347,0.129367596,0.409,-0.388276692,2.59,0.413299764,0.213,-0.671620397,8510.137503,3.929936577,2511.217871,3.399884393,EW
0.217629,0.678,0.62,-0.207608311,0.42,-0.37675071,0.73,-0.13667714,0.64,-0.193820026,0.11,-0.958607315,0.024,-1.619788758,3812,3.581152892,3135,3.496237545,EW
0.2968,0.172,1.109,0.044931546,0.192,-0.716698771,1.148,0.059941888,0.507,-0.294992041,1.48,0.170261715,0.34,-0.468521083,6830.684264,3.834464211,3142.690027,3.497301547,EW
0.3352,0.106,1.442,0.15896526,0.155,-0.809668302,1.521,0.182129214,0.561,-0.251037139,2.924,0.465977368,0.401,-0.396855627,9321.521112,3.969486788,3445.048673,3.537195362,EW
0.3826,0.147,1.279,0.106870544,0.179,-0.747146969,1.435,0.156851901,0.583,-0.234331445,2.55,0.40654018,0.41,-0.387216143,8749.612792,3.941988834,3531.490806,3.54795808,EW
0.347,0.106,1.376,0.138618434,0.168,-0.774690718,1.49,0.173186268,0.55,-0.259637311,2.806,0.448087667,0.493,-0.307153081,9131.516103,3.960542889,3591.872506,3.555320913,EW
0.39,0.382,0.82,-0.086186148,0.31,-0.508638306,1.1,0.041392685,0.71,-0.148741651,1.02,0.008600172,0.31,-0.508638306,6092.201005,3.784774224,3634.104707,3.560397436,EW
0.22884,0.81,0.64,-0.193820026,0.52,-0.283996656,0.7,-0.15490196,0.64,-0.193820026,0.105,-0.978810701,0.067,-1.173925197,3942,3.59571662,3692,3.567261692,EW
0.22396,0.51,0.79,-0.102372909,0.32,-0.494850022,0.86,-0.065501549,0.45,-0.346787486,0.389,-0.410050399,0.369,-0.432973634,4830,3.683947131,3700,3.568201724,EW
0.3661,0.145,1.352,0.130976692,0.183,-0.73754891,1.469,0.167021796,0.617,-0.209714836,2.836,0.452706227,0.493,-0.307153081,9091.076095,3.958615293,3804.364761,3.58028215,EW
0.2052,0.5,0.51,-0.292429824,0.26,-0.585026652,0.61,-0.214670165,0.45,-0.346787486,0.072,-1.142667504,0.04,-1.397940009,3840,3.584331224,3812,3.581152892,EW
0.3706,0.1855,0.912,-0.040005162,0.169,-0.772113295,1.23,0.089905111,0.607,-0.216811309,2.138,0.330007701,0.515,-0.288192771,7751.438744,3.889382319,3814.819476,3.581473991,EW
0.228155,0.638,0.703,-0.153044675,0.448,-0.348721986,0.725,-0.139661993,0.597,-0.224025669,0.121,-0.91721463,0.071,-1.148741651,4003,3.60238559,3858,3.586362223,EW
0.2112594,0.83,0.53,-0.27572413,0.44,-0.356547324,0.6,-0.22184875,0.55,-0.259637311,0.84,-0.075720714,0.067,-1.173925197,4025,3.604765885,3967,3.5984622,EW
0.2388,0.31,0.95,-0.022276395,0.29,-0.537602002,0.85,-0.070581074,0.5,-0.301029996,0.5,-0.301029996,0.1,-1,4574.84,3.66037591,4047,3.607133204,EW
0.2090804,0.708,0.779,-0.108462542,0.552,-0.258060922,0.695,-0.158015195,0.599,-0.222573178,0.148,-0.829738285,0.086,-1.065501549,4300,3.633468456,4050,3.607455023,EW
0.28352,0.33,1.2,0.079181246,0.4,-0.397940009,1.05,0.021189299,0.65,-0.187086643,1.38,0.139879086,0.45,-0.346787486,4226.59,3.625990121,4079,3.610553705,EW
0.217407,0.805,0.57,-0.244125144,0.47,-0.327902142,0.63,-0.200659451,0.57,-0.244125144,0.13,-0.886056648,0.09,-1.045757491,4318,3.635282638,4095,3.612253906,EW
0.23369221,0.513513514,0.74,-0.13076828,0.38,-0.420216403,0.77,-0.113509275,0.59,-0.229147988,7.244359601,0.86,0.090300152,-1.044311519,7220,3.615423953,4125,3.615423953,EW
0.3583,0.255,1.48,0.170261715,0.378,-0.4225082,1.335,0.125481266,0.692,-0.159893906,1.934,0.28645647,0.559,-0.252588192,7875.580749,3.896282589,4157.515123,3.618833838,EW
0.279,0.35,1.18,0.071882007,0.41,-0.387216143,1,0,0.62,-0.207608311,1.27,0.103803721,0.47,-0.327902142,4237.06,3.627064614,4195,3.622731965,EW
0.25789,0.21,1.07,0.029383778,0.22,-0.657577319,0.98,-0.008773924,0.49,-0.30980392,0.84,-0.075720714,0.17,-0.769551079,4463.15,3.649641483,4235,3.626853415,EW
0.2341,0.19,0.95,-0.022276395,0.18,-0.744727495,0.88,-0.055517328,0.41,-0.387216143,0.52,-0.283996656,0.1,-1,4434.11,3.646806463,4314,3.634880141,EW
0.24873,0.17,0.94,-0.026872146,0.16,-0.795880017,0.95,-0.022276395,0.44,-0.356547324,0.49,-0.30980392,0.07,-1.15490196,4699.68,3.672068288,4332,3.636688448,EW
0.24742,0.13,1.07,0.029383778,0.14,-0.853871964,1,0,0.4,-0.397940009,0.83,-0.080921908,0.13,-0.886056648,4430.08,3.646411569,4369,3.640382045,EW
0.22509,0.33,0.97,-0.013228266,0.32,-0.494850022,0.81,-0.091514981,0.49,-0.30980392,0.54,-0.26760624,0.19,-0.721246399,4411.81,3.644616801,4385,3.641969598,EW
0.3771,0.29,1,0,0.3,-0.522878745,1.2,0.079181246,0.71,-0.148741651,1.97,0.294466226,0.66,-0.180456064,7501.273805,3.875135018,4389.782438,3.642442997,EW
0.5024,0.404,0.68,-0.167491087,0.27,-0.568636236,1.26,0.100370545,0.845,-0.073143291,0.541,-0.266802735,0.243,-0.614393726,4413,3.644733927,4413,3.644733927,EW
0.2237144,0.522,0.73,-0.13667714,0.38,-0.420216403,0.72,-0.142667504,0.54,-0.26760624,0.222,-0.653647026,0.1,-1,4674,3.669688708,4430,3.646403726,EW
0.25843,0.09,1.05,0.021189299,0.09,-1.045757491,1.06,0.025305865,0.37,-0.431798276,0.77,-0.113509275,0.08,-1.096910013,4635.9,3.666134059,4442,3.647578554,EW
0.47985038,0.373,0.95,-0.022276395,0.36,-0.443697499,1.31,0.117271296,0.84,-0.075720714,6.86,0.836324116,0.25,-0.602059991,5740,3.758911892,4464,3.649724186,EW
0.23400736,0.3,0.69,-0.161150909,0.21,-0.677780705,0.75,-0.124938737,0.43,-0.366531544,0.22,-0.657577319,0.07,-1.15490196,4571,3.660011221,4471,3.65040467,EW
0.3766,0.232,1.393,0.143951116,0.339,-0.469800302,1.385,0.141449773,0.692,-0.159893906,2.347,0.37051309,0.755,-0.122053048,8419.397179,3.925280998,4481.95636,3.651467624,EW
0.2399081,0.573,0.702,-0.153662888,0.402,-0.395773947,0.757,-0.12090412,0.606,-0.217527376,0.225,-0.647817482,0.131,-0.882728704,4569,3.659821158,4485,3.651762447,EW
0.23755,0.31,1,0,0.31,-0.508638306,0.86,-0.065501549,0.5,-0.301029996,0.63,-0.200659451,0.2,-0.698970004,4550.31,3.658040985,4489,3.652149605,EW
0.3413,0.447,1.233,0.090963077,9.551,0.980048845,1.143,0.05804623,0.775,-0.110698297,1.36,0.133538908,0.61,-0.214670165,6673.223657,3.824335681,4496.878446,3.652911148,EW
0.22652935,0.67,0.86,-0.065501549,0.57,-0.244125144,0.75,-0.124938737,0.63,-0.200659451,0.207,-0.684029655,0.146,-0.835647144,4500,3.653212514,4500,3.653212514,EW
0.2600604,0.51,1.07,0.029383778,0.55,-0.259637311,0.9,-0.045757491,0.68,-0.167491087,0.298,-0.525783736,0.17,-0.769551079,4500,3.653212514,4500,3.653212514,EW
0.3141305,0.83,0.552,-0.258060922,0.458,-0.339134522,0.796,-0.099086932,0.732,-0.135488919,0.268,-0.571865206,0.201,-0.696803943,4660,3.668385917,4521,3.655234507,EW
0.28106748,0.359,0.786,-0.104577454,0.281,-0.55129368,0.879,-0.056011125,0.771,-0.112945622,0.38,-0.420216403,0.228,-0.642065153,4838,3.684665864,4559,3.658869592,EW
0.251206,0.548,0.798,-0.097997109,0.437,-0.359518563,0.808,-0.092588639,0.619,-0.208309351,0.245,-0.610833916,0.149,-0.826813732,4560,3.658964843,4560,3.658964843,EW
0.25155,0.13,1.02,0.008600172,0.13,-0.886056648,1.02,0.008600172,0.43,-0.366531544,0.69,-0.161150909,0.1,-1,4772.94,3.678785975,4560,3.658964843,EW
0.361456,0.4,0.7,-0.15490196,0.3,-0.522878745,1,0,0.65,-0.187086643,0.399,-0.399027104,0.167,-0.777283529,4590,3.661812686,4580,3.660865478,EW
0.2306,0.19,0.98,-0.008773924,0.19,-0.721246399,0.88,-0.055517328,0.41,-0.387216143,0.58,-0.236572006,0.11,-0.958607315,4736.9,3.675494216,4610,3.663700925,EW
0.26921,0.23,1.1,0.041392685,0.25,-0.602059991,1.02,0.008600172,0.54,-0.26760624,0.93,-0.031517051,0.22,-0.657577319,4795.69,3.680851102,4624,3.665017825,EW
0.28886,0.39,1.11,0.045322979,0.43,-0.366531544,1,0,0.65,-0.187086643,0.99,-0.004364805,0.37,-0.431798276,4805.54,3.681742197,4644,3.666892211,EW
0.2188,0.29,0.88,-0.055517328,0.25,-0.602059991,0.8,-0.096910013,0.46,-0.337242168,0.36,-0.443697499,0.12,-0.920818754,4672.91,3.669587417,4648,3.667266119,EW
0.47008002,0.44,1.871,0.272073788,0.823,-0.084600165,1.64,0.214843848,1.13,0.053078443,4.86,0.686636269,0.54,-0.26760624,6700,3.826074803,4651,3.66754634,EW
0.24414,0.11,0.94,-0.026872146,0.1,-1,0.96,-0.017728767,0.35,-0.455931956,0.49,-0.30980392,0.07,-1.15490196,4677.5,3.670013796,4654,3.667826379,EW
0.240214,0.514,0.693,-0.159266765,0.356,-0.448550002,0.73,-0.13667714,0.57,-0.244125144,0.237,-0.625251654,0.137,-0.863279433,4720,3.673941999,4658,3.668199484,EW
0.21801,0.828,0.835,-0.078313525,0.728,-0.137868621,0.93,-0.031517051,0.818,-0.087246696,1.249,0.096562438,0.744,-0.128427064,4977,3.696967641,4664,3.668758542,EW
0.25471,0.35,1,0,0.35,-0.455931956,0.89,-0.050609993,0.55,-0.259637311,0.63,-0.200659451,0.24,-0.619788758,4701.92,3.672275236,4671,3.669409867,EW
0.23496,0.5,0.95,-0.022276395,0.47,-0.327902142,0.8,-0.096910013,0.59,-0.229147988,0.5,-0.301029996,0.26,-0.585026652,4703.41,3.672412838,4675,3.669781615,EW
0.55755,0.13,1.76,0.245512668,0.23,-0.638272164,1.96,0.292256071,0.75,-0.124938737,6.8,0.832508913,0.81,-0.091514981,4947.88,3.694419158,4682,3.670431409,EW
0.228456,0.775,0.65,-0.187086643,0.5,-0.301029996,0.67,-0.173925197,0.6,-0.22184875,0.22,-0.657577319,0.16,-0.795880017,4785,3.679881942,4689,3.671080233,EW
0.74608003,0.343,1.731,0.238297068,0.594,-0.226213555,2.24,0.350248018,1.39,0.1430148,7.78,0.890979597,0.84,-0.075720714,6450,3.809559715,4694,3.671543085,EW
0.27895,0.39,1.1,0.041392685,0.43,-0.366531544,0.97,-0.013228266,0.64,-0.193820026,0.95,-0.022276395,0.39,-0.408935393,4741.27,3.675894688,4698,3.671913012,EW
0.227713,0.397,0.86,-0.065501549,0.34,-0.468521083,0.79,-0.102372909,0.52,-0.283996656,0.27,-0.568636236,0.12,-0.920818754,4700,3.672097858,4700,3.672097858,EW
0.311248,0.773,0.95,-0.022276395,0.74,-0.13076828,0.923,-0.034798299,0.819,-0.086716098,0.415,-0.381951903,0.293,-0.53313238,4830,3.683947131,4702,3.672282625,EW
0.280727,0.735,1.064,0.026941628,0.782,-0.106793247,0.951,-0.021819483,0.833,-0.079354999,0.519,-0.284832642,0.338,-0.4710833,5157,3.712397131,4702,3.672282625,EW
0.23983,0.25,1,0,0.25,-0.602059991,0.88,-0.055517328,0.47,-0.327902142,0.62,-0.207608311,0.17,-0.769551079,4776.59,3.679117965,4708,3.672836454,EW
0.25039,0.49,0.94,-0.026872146,0.46,-0.337242168,0.86,-0.065501549,0.63,-0.200659451,0.49,-0.30980392,0.25,-0.602059991,4765.9,3.678144926,4728,3.674677468,EW
0.2466,0.39,0.95,-0.022276395,0.37,-0.431798276,0.86,-0.065501549,0.57,-0.244125144,0.51,-0.292429824,0.19,-0.721246399,4916.31,3.69163926,4757,3.677333151,EW
0.6101124,0.455,2.148,0.332034277,0.977,-0.010105436,2.01,0.303196057,1.4,0.146128036,7.08,0.850033258,0.9,-0.045757491,6650,3.822821645,4758,3.677424438,EW
0.26358,0.3,0.67,-0.173925197,0.2,-0.698970004,1.09,0.037426498,0.64,-0.193820026,0.55,-0.259637311,0.28,-0.552841969,5268,3.721645766,4762,3.677789391,EW
0.2395,0.39,1,0,0.39,-0.408935393,0.84,-0.075720714,0.55,-0.259637311,0.64,-0.193820026,0.25,-0.602059991,4859.7,3.68660946,4789,3.680244837,EW
0.22232,0.23,0.92,-0.036212173,0.21,-0.677780705,0.84,-0.075720714,0.44,-0.356547324,0.45,-0.346787486,0.12,-0.920818754,4800.04,3.681244856,4791,3.680426171,EW
0.46846,0.39,1.6,0.204119983,0.62,-0.207608311,1.54,0.187520721,0.99,-0.004364805,4.28,0.631443769,0.46,-0.337242168,6700,3.826074803,4791,3.680426171,EW
0.224734,0.435,0.8466,-0.072321736,0.3682,-0.433916216,0.9426,-0.025672565,0.8657,-0.062632582,0.502,-0.299296283,0.356,-0.448550002,5010,3.699837726,4800,3.681241237,EW
0.25578,0.21,1.02,0.008600172,0.22,-0.657577319,0.97,-0.013228266,0.49,-0.30980392,0.7,-0.15490196,0.17,-0.769551079,4893.11,3.689584979,4819,3.682956926,EW
0.3068,0.35,1.14,0.056904851,0.4,-0.397940009,1.08,0.033423755,0.68,-0.167491087,1.09,0.037426498,0.42,-0.37675071,4858.29,3.686483435,4826,3.683587318,EW
0.4457,0.166,1.35,0.130333768,0.22,-0.657577319,1.7,0.230448921,0.83,-0.080921908,3.33,0.522444234,0.71,-0.148741651,10180.36519,4.007763357,4833.719801,3.684281472,EW
0.27546,0.27,1.04,0.017033339,0.28,-0.552841969,1,0,0.56,-0.251811973,0.75,-0.124938737,0.2,-0.698970004,5041.28,3.702540819,4839,3.684755622,EW
0.25941,0.33,1.07,0.029383778,0.35,-0.455931956,0.92,-0.036212173,0.55,-0.259637311,0.84,-0.075720714,0.29,-0.537602002,4895.27,3.68977665,4849,3.685652184,EW
0.3427,0.31,1.2,0.079181246,0.37,-0.431798276,1.16,0.064457989,0.68,-0.167491087,1.36,0.133538908,0.37,-0.431798276,5146.47,3.711509446,4852,3.685920792,EW
0.255,0.35,0.96,-0.017728767,0.34,-0.468521083,0.88,-0.055517328,0.54,-0.26760624,0.53,-0.27572413,0.19,-0.721246399,4967.99,3.696180713,4858,3.68645751,EW
0.30438,0.15,1.15,0.06069784,0.17,-0.769551079,1.2,0.079181246,0.55,-0.259637311,1.14,0.056904851,0.16,-0.795880017,5301.49,3.724397947,4858,3.68645751,EW
0.32048,0.17,1.25,0.096910013,0.21,-0.677780705,1.23,0.089905111,0.57,-0.244125144,1.62,0.209515015,0.24,-0.619788758,5307.92,3.724924369,4869,3.687439775,EW
0.3703,0.355,1.377,0.13893394,0.498,-0.302770657,1.314,0.118595365,0.808,-0.092588639,1.796,0.254306332,0.777,-0.109578981,7670.119038,3.884802104,4877.966052,3.688238774,EW
0.25334,0.27,0.97,-0.013228266,0.26,-0.585026652,0.91,-0.040958608,0.51,-0.292429824,0.55,-0.259637311,0.17,-0.769551079,4905.55,3.690687707,4880,3.688419822,EW
0.25373,0.37,0.96,-0.017728767,0.35,-0.455931956,0.86,-0.065501549,0.54,-0.26760624,0.53,-0.27572413,0.19,-0.721246399,4994.29,3.698473757,4890,3.689308859,EW
0.24067,0.35,0.96,-0.017728767,0.33,-0.48148606,0.84,-0.075720714,0.52,-0.283996656,0.52,-0.283996656,0.19,-0.721246399,4968.86,3.69625676,4892,3.689486448,EW
0.218493,0.792,0.56,-0.251811973,0.45,-0.346787486,0.63,-0.200659451,0.57,-0.244125144,0.23,-0.638272164,0.17,-0.769551079,5000,3.698970004,4897,3.689930104,EW
0.3268956,0.348,0.91,-0.040958608,0.32,-0.494850022,1.03,0.012837225,0.64,-0.193820026,0.776,-0.110138279,0.209,-0.679853714,5337,3.727297203,4902,3.690373307,EW
0.26484,0.31,1.01,0.004321374,0.31,-0.508638306,0.94,-0.026872146,0.55,-0.259637311,0.66,-0.180456064,0.21,-0.677780705,5039.04,3.702347806,4906,3.690727544,EW
0.24442,0.31,0.96,-0.017728767,0.3,-0.522878745,0.87,-0.060480747,0.51,-0.292429824,0.53,-0.27572413,0.16,-0.795880017,5067.79,3.70481861,4910,3.691081492,EW
0.24698,0.19,0.98,-0.008773924,0.19,-0.721246399,0.95,-0.022276395,0.46,-0.337242168,0.57,-0.244125144,0.13,-0.886056648,4962.45,3.695696144,4916,3.691611874,EW
0.27431,0.33,1.02,0.008600172,0.34,-0.468521083,0.95,-0.022276395,0.58,-0.236572006,0.69,-0.161150909,0.23,-0.638272164,5075.92,3.705514769,4935,3.693287157,EW
0.40708,0.19,1.36,0.133538908,0.26,-0.585026652,1.42,0.152288344,0.66,-0.180456064,2.34,0.369215857,0.48,-0.318758763,5004.07,3.699323376,4943,3.69399061,EW
0.24914,0.23,0.99,-0.004364805,0.23,-0.638272164,0.9,-0.045757491,0.46,-0.337242168,0.62,-0.207608311,0.16,-0.795880017,4961.46,3.695609494,4946,3.694254112,EW
0.26299,0.39,0.95,-0.022276395,0.37,-0.431798276,0.89,-0.050609993,0.58,-0.236572006,0.51,-0.292429824,0.22,-0.657577319,4957,3.695218919,4953,3.694868328,EW
0.368806,0.754,0.946,-0.024108864,0.7133,-0.146727776,1.044,0.018700499,0.9231,-0.034751249,0.768,-0.11463878,0.461,-0.336299075,5295,3.723865964,4956,3.695131298,EW
0.33369,0.17,1.23,0.089905111,0.21,-0.677780705,1.26,0.100370545,0.58,-0.236572006,1.49,0.173186268,0.3,-0.522878745,5059.72,3.704126484,4958,3.695306522,EW
0.25628,0.47,0.95,-0.022276395,0.45,-0.346787486,0.87,-0.060480747,0.62,-0.207608311,0.51,-0.292429824,0.26,-0.585026652,4962.52,3.69570227,4960,3.695481676,EW
0.24585,0.41,0.98,-0.008773924,0.4,-0.397940009,0.84,-0.075720714,0.55,-0.259637311,0.57,-0.244125144,0.24,-0.619788758,5031.75,3.701719055,4963,3.695744275,EW
0.27667,0.35,1.06,0.025305865,0.37,-0.431798276,1.02,0.008600172,0.66,-0.180456064,0.8,-0.096910013,0.28,-0.552841969,5162.97,3.712899602,4964,3.695831773,EW
0.23626,0.19,0.95,-0.022276395,0.18,-0.744727495,0.91,-0.040958608,0.44,-0.356547324,0.52,-0.283996656,0.12,-0.920818754,5007.57,3.699627029,4976,3.696880372,EW
0.6405,0.096,1.604,0.205204364,0.154,-0.812479279,2.31,0.36361198,0.774,-0.111259039,11.193,1.048946504,0.92,-0.036212173,16068.31934,4.205970454,4980.182703,3.697245276,EW
0.399986,0.86,1.17,0.068185862,1,0,1.16,0.064457989,1.08,0.033423755,1.5,0.176091259,1.34,0.127104798,5940,3.773786445,4983,3.697490887,EW
0.386497,0.692,0.85,-0.070581074,0.59,-0.229147988,1.04,0.017033339,0.88,-0.055517328,0.675,-0.170696227,0.427,-0.369572125,5140,3.710963119,4986,3.697752274,EW
0.25763,0.25,1.04,0.017033339,0.26,-0.585026652,0.95,-0.022276395,0.51,-0.292429824,0.76,-0.119186408,0.22,-0.657577319,4989.66,3.698070953,4987,3.697839368,EW
0.23806,0.31,0.9,-0.045757491,0.28,-0.552841969,0.86,-0.065501549,0.52,-0.283996656,0.4,-0.397940009,0.14,-0.853871964,5054.93,3.703715146,4990,3.698100546,EW
0.35439,0.17,1.28,0.10720997,0.22,-0.657577319,1.3,0.113943352,0.58,-0.236572006,1.78,0.250420002,0.24,-0.619788758,5540.6,3.743556798,5004,3.699317301,EW
0.27537,0.13,1.1,0.041392685,0.14,-0.853871964,1.08,0.033423755,0.44,-0.356547324,0.93,-0.031517051,0.13,-0.886056648,5216.59,3.717386705,5009,3.699751032,EW
0.4404,0.138,1.75,0.243038049,0.242,-0.616184634,1.821,0.260309946,0.748,-0.126098402,5.9,0.770852012,1.01,0.004321374,12156.14339,4.084795814,5011.398986,3.699958981,EW
0.30824,0.33,1.17,0.068185862,0.39,-0.408935393,1.11,0.045322979,0.68,-0.167491087,1.24,0.093421685,0.44,-0.356547324,5087.48,3.706502715,5012,3.700011062,EW
0.26513,0.5,0.97,-0.013228266,0.49,-0.30980392,0.88,-0.055517328,0.64,-0.193820026,0.57,-0.244125144,0.28,-0.552841969,5113.82,3.708745437,5016,3.700357528,EW
0.2704,0.15,1.06,0.025305865,0.16,-0.795880017,1.04,0.017033339,0.45,-0.346787486,0.79,-0.102372909,0.14,-0.853871964,5099.78,3.707551441,5020,3.700703717,EW
0.2988,0.27,1.36,0.133538908,0.36,-0.443697499,1.13,0.053078443,0.62,-0.207608311,2.3,0.361727836,0.59,-0.229147988,5200,3.716003344,5029.08,3.701488544,EW
0.30137,0.27,1.3,0.113943352,0.35,-0.455931956,1.13,0.053078443,0.63,-0.200659451,1.91,0.281033367,0.51,-0.292429824,5193.94,3.715496928,5033,3.70182693,EW
0.26781172,0.559,0.98,-0.008773924,0.55,-0.259637311,0.87,-0.060480747,0.66,-0.180456064,0.513,-0.289882635,0.24,-0.619788758,5300,3.72427587,5035,3.701999475,EW
0.4304,0.297,1.359,0.133219457,0.416,-0.380906669,1.433,0.15624619,0.809,-0.092051478,2.596,0.414304688,0.882,-0.054531415,8782.680936,3.943627106,5038.128562,3.702269246,EW
0.280628,0.777,1.061,0.025715384,0.825,-0.083546051,0.927,-0.032920266,0.829,-0.081445469,0.604,-0.218963061,0.421,-0.375717904,5350,3.728353782,5044,3.702775078,EW
0.302318221,0.94,0.914,-0.039053804,0.859,-0.066006836,0.904,-0.04383157,0.878,-0.056505484,0.536,-0.27083521,0.45,-0.346787486,5201,3.716086854,5050,3.703291378,EW
0.26158,0.21,1.06,0.025305865,0.22,-0.657577319,0.98,-0.008773924,0.48,-0.318758763,0.79,-0.102372909,0.18,-0.744727495,5105.54,3.708041683,5050,3.703291378,EW
0.31483,0.15,1.12,0.049218023,0.17,-0.769551079,1.15,0.06069784,0.48,-0.318758763,1.03,0.012837225,0.14,-0.853871964,5385.66,3.731238933,5053,3.703549298,EW
0.272078,0.205,1.013,0.005609445,0.208,-0.681936665,1,0,0.49,-0.30980392,0.633,-0.19859629,0.144,-0.841637508,5146,3.711469782,5056,3.703807065,EW
0.27131,0.25,1.04,0.017033339,0.26,-0.585026652,0.98,-0.008773924,0.53,-0.27572413,0.73,-0.13667714,0.2,-0.698970004,5097.11,3.707324006,5065,3.70457945,EW
0.3780162,0.886,1.25,0.096910013,1.11,0.045322979,1.18,0.071882007,1.12,0.049218023,2.818,0.449940989,0.759,-0.119758224,6860,3.836324116,5068,3.704836606,EW
0.273553,0.275,0.889,-0.051098239,0.244,-0.612610174,0.965,-0.015472687,0.937,-0.028260409,0.588,-0.230622674,0.521,-0.283162277,5150,3.711807229,5070,3.705007959,EW
0.2266422,0.412,0.804,-0.094743951,0.331,-0.480172006,0.775,-0.110698297,0.524,-0.280668713,0.358,-0.446116973,0.163,-0.787812396,5077,3.705607163,5071,3.705093611,EW
0.25599,0.55,0.93,-0.031517051,0.51,-0.292429824,0.84,-0.075720714,0.64,-0.193820026,0.47,-0.327902142,0.26,-0.585026652,5108.97,3.708333353,5071,3.705093611,EW
0.28399,0.22,1.07,0.029383778,0.24,-0.619788758,1.03,0.012837225,0.53,-0.27572413,0.85,-0.070581074,0.19,-0.721246399,5247,3.719911064,5072.52,3.705223768,EW
0.30189,0.31,1.04,0.017033339,0.32,-0.494850022,1.01,0.004321374,0.59,-0.229147988,0.75,-0.124938737,0.22,-0.657577319,5210,3.716837723,5073.88,3.705340192,EW
0.32853,0.39,1.24,0.093421685,0.48,-0.318758763,1.14,0.056904851,0.74,-0.13076828,1.57,0.195899652,0.62,-0.207608311,5175.84,3.713980843,5075,3.705436047,EW
0.23369221,0.535,0.74,-0.13076828,0.38,-0.420216403,0.77,-0.113509275,0.59,-0.229147988,0.361,-0.442492798,0.207,-0.684029655,5104,3.707910666,5076,3.705521613,EW
0.30884,0.41,1.1,0.041392685,0.45,-0.346787486,1.04,0.017033339,0.69,-0.161150909,0.94,-0.026872146,0.36,-0.443697499,5273.5,3.72209895,5079,3.705778213,EW
0.22168,0.35,0.91,-0.040958608,0.32,-0.494850022,0.8,-0.096910013,0.5,-0.301029996,0.42,-0.37675071,0.16,-0.795880017,5148.45,3.711676499,5081,3.705949195,EW
0.5844688,0.63,1.59,0.201397124,1,0,1.72,0.235528447,1.39,0.1430148,4.8,0.681241237,1.15,0.06069784,6530,3.814913181,5083,3.70612011,EW
0.25976,0.29,1.02,0.008600172,0.3,-0.522878745,0.92,-0.036212173,0.52,-0.283996656,0.7,-0.15490196,0.21,-0.677780705,5181.75,3.714476456,5084,3.706205542,EW
0.28278,0.11,1.13,0.053078443,0.12,-0.920818754,1.15,0.06069784,0.46,-0.337242168,1.04,0.017033339,0.12,-0.920818754,5372.54,3.730179658,5085,3.706290957,EW
0.34183617,0.52,0.89,-0.050609993,0.46,-0.337242168,1.07,0.029383778,0.8,-0.096910013,0.9,-0.045757491,0.3,-0.522878745,5419,3.733919151,5086,3.706376356,EW
0.634196,0.3,1.623,0.21031852,0.487,-0.312471039,2.093,0.320769228,1.3,0.113943352,8.801,0.944532021,1.013,0.005609445,6881,3.837651558,5086,3.706376356,EW
0.26875,0.33,1.03,0.012837225,0.34,-0.468521083,0.97,-0.013228266,0.61,-0.214670165,0.71,-0.148741651,0.25,-0.602059991,5167.29,3.713262836,5092,3.706888395,EW
0.27419,0.31,1.14,0.056904851,0.35,-0.455931956,0.99,-0.004364805,0.58,-0.236572006,1.1,0.041392685,0.29,-0.537602002,5447.73,3.736215575,5092,3.706888395,EW
0.27647,0.35,1.07,0.029383778,0.37,-0.431798276,0.97,-0.013228266,0.6,-0.22184875,0.84,-0.075720714,0.26,-0.585026652,5364.4,3.729521154,5094,3.707058941,EW
0.24864,0.35,0.95,-0.022276395,0.33,-0.48148606,0.87,-0.060480747,0.54,-0.26760624,0.51,-0.292429824,0.19,-0.721246399,5159.06,3.712570579,5095,3.707144188,EW
0.342315,0.428,1.036,0.015359755,0.443,-0.353596274,1.087,0.036229544,0.742,-0.129596095,1.012,0.005180513,0.333,-0.477555766,5560,3.745074792,5099,3.707485012,EW
0.31729,0.39,1.17,0.068185862,0.46,-0.337242168,1.11,0.045322979,0.74,-0.13076828,1.24,0.093421685,0.43,-0.366531544,5402.05,3.7325586,5102,3.707740454,EW
0.2663764,0.421,0.868,-0.061480275,0.365,-0.437707136,0.866,-0.062482108,0.5883,-0.230401152,0.474,-0.324221658,0.207,-0.684029655,5155,3.71222867,5104,3.707910666,EW
0.28008,0.41,1.01,0.004321374,0.41,-0.387216143,0.95,-0.022276395,0.64,-0.193820026,0.66,-0.180456064,0.29,-0.537602002,5136.13,3.710636008,5105,3.707995746,EW
0.27207,0.17,1.05,0.021189299,0.18,-0.744727495,1,0,0.44,-0.356547324,0.77,-0.113509275,0.14,-0.853871964,5173.5,3.713784453,5108,3.708250889,EW
0.30242,0.27,1.12,0.049218023,0.3,-0.522878745,1.07,0.029383778,0.6,-0.22184875,1.02,0.008600172,0.26,-0.585026652,5358.53,3.729045666,5110,3.7084209,EW
0.28522,0.25,1.02,0.008600172,0.26,-0.585026652,1.02,0.008600172,0.55,-0.259637311,0.7,-0.15490196,0.18,-0.744727495,5261.97,3.721148368,5114,3.708760724,EW
0.29313,0.21,1.13,0.053078443,0.24,-0.619788758,1.1,0.041392685,0.56,-0.251811973,1.04,0.017033339,0.26,-0.585026652,5158.15,3.712493967,5114,3.708760724,EW
