P,q,M1,logM1,M2,logM2,R1,logR1,R2,logR2,L1,logL1,L2,logL2,T1,logT1,T2,logT2,Type
0.37491782,0.379844961,1.29,0.11058971,0.49,-0.30980392,1.28,0.10720997,0.84,-0.075720714,2.462796238,0.391428482,1.137552715,0.055971531,6400,3.806179974,6513,3.813781078,EW
1.8398202,0.6,1.55,0.190331698,0.93,-0.031517051,1.67,0.222716471,1.31,0.117271296,6.57,0.81756537,2.78,0.444044796,7180,3.856124444,6540,3.815577748,EW
2.65,0.6,1.55,0.190331698,0.93,-0.031517051,1.67,0.222716471,1.31,0.117271296,6.57,0.81756537,2.78,0.444044796,7180,3.856124444,6540,3.815577748,EW
2.303715,0.52,1.2,0.079181246,0.63,-0.200659451,1.1,0.041392685,0.72,-0.142667504,1.35,0.130333768,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.303715,0.52,1.2,0.079181246,0.63,-0.200659451,1.1,0.041392685,0.72,-0.142667504,1.35,0.130333768,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
0.776739,0.5,1.33,0.123851641,0.66,-0.180456064,1.2,0.079181246,0.76,-0.119186408,1.66,0.220108088,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
0.776739,0.5,1.33,0.123851641,0.66,-0.180456064,1.2,0.079181246,0.76,-0.119186408,1.66,0.220108088,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.55788874,0.36,1.26,0.100370545,0.45,-0.346787486,1.2,0.079181246,0.66,-0.180456064,2.45,0.389166084,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.55788874,0.36,1.26,0.100370545,0.45,-0.346787486,1.2,0.079181246,0.66,-0.180456064,2.45,0.389166084,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.5999,0.4,1.2,0.079181246,0.48,-0.318758763,1.2,0.079181246,0.72,-0.142667504,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.5999,0.4,1.2,0.079181246,0.48,-0.318758763,1.2,0.079181246,0.72,-0.142667504,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.238322,0.37,1.4,0.146128036,0.52,-0.283996656,1.3,0.113943352,0.72,-0.142667504,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.238322,0.37,1.4,0.146128036,0.52,-0.283996656,1.3,0.113943352,0.72,-0.142667504,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.608208,0.5,1.37,0.136720567,0.69,-0.161150909,1.2,0.079181246,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.608208,0.5,1.37,0.136720567,0.69,-0.161150909,1.2,0.079181246,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.60455,0.4,1.4,0.146128036,0.56,-0.251811973,1.3,0.113943352,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.60455,0.4,1.4,0.146128036,0.56,-0.251811973,1.3,0.113943352,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.62204,0.44,1.45,0.161368002,0.63,-0.200659451,1.3,0.113943352,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.62204,0.44,1.45,0.161368002,0.63,-0.200659451,1.3,0.113943352,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.664152,0.42,1.47,0.167317335,0.57,-0.244125144,1.32,0.120573931,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.664152,0.42,1.47,0.167317335,0.57,-0.244125144,1.32,0.120573931,0.78,-0.107905397,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.409696,0.46,1.45,0.161368002,0.67,-0.173925197,1.3,0.113943352,0.8,-0.096910013,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.409696,0.46,1.45,0.161368002,0.67,-0.173925197,1.3,0.113943352,0.8,-0.096910013,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.152375,0.44,1.47,0.167317335,0.65,-0.187086643,1.32,0.120573931,0.8,-0.096910013,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.152375,0.44,1.47,0.167317335,0.65,-0.187086643,1.32,0.120573931,0.8,-0.096910013,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
0.68738,0.42,1.63,0.212187604,0.68,-0.167491087,1.44,0.158362492,0.85,-0.070581074,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
0.68738,0.42,1.63,0.212187604,0.68,-0.167491087,1.44,0.158362492,0.85,-0.070581074,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.6797409,0.42,1.65,0.217483944,0.7,-0.15490196,1.45,0.161368002,0.86,-0.065501549,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.6797409,0.42,1.65,0.217483944,0.7,-0.15490196,1.45,0.161368002,0.86,-0.065501549,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
0.9985245,0.42,1.83,0.26245109,0.77,-0.113509275,1.58,0.198657087,0.92,-0.036212173,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
0.9985245,0.42,1.83,0.26245109,0.77,-0.113509275,1.58,0.198657087,0.92,-0.036212173,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.615336,0.54,1.6,0.204119983,0.86,-0.065501549,1.42,0.152288344,0.94,-0.026872146,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.615336,0.54,1.6,0.204119983,0.86,-0.065501549,1.42,0.152288344,0.94,-0.026872146,2.69,0.42975228,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.891291,0.5,1.3,0.113943352,0.65,-0.187086643,1.2,0.079181246,0.75,-0.124938737,3.63,0.559906625,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
2.891291,0.5,1.3,0.113943352,0.65,-0.187086643,1.2,0.079181246,0.75,-0.124938737,3.63,0.559906625,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.76992159,0.41,1.58,0.198657087,0.65,-0.187086643,1.4,0.146128036,0.82,-0.086186148,3.63,0.559906625,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.76992159,0.41,1.58,0.198657087,0.65,-0.187086643,1.4,0.146128036,0.82,-0.086186148,3.63,0.559906625,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.782253,0.42,1.65,0.217483944,0.69,-0.161150909,1.45,0.161368002,0.86,-0.065501549,3.63,0.559906625,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.782253,0.42,1.65,0.217483944,0.69,-0.161150909,1.45,0.161368002,0.86,-0.065501549,3.63,0.559906625,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.8185635,0.19,1.42,0.152288344,0.27,-0.568636236,2.3,0.361727836,1.03,0.012837225,4.68,0.670245853,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.8185635,0.19,1.42,0.152288344,0.27,-0.568636236,2.3,0.361727836,1.03,0.012837225,4.68,0.670245853,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.86435,0.48,1.75,0.243038049,0.84,-0.075720714,1.55,0.190331698,1,0,5.13,0.710117365,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.86435,0.48,1.75,0.243038049,0.84,-0.075720714,1.55,0.190331698,1,0,5.13,0.710117365,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
3.3128065,0.19,1.75,0.243038049,0.33,-0.48148606,1.9,0.278753601,0.84,-0.075720714,10,1,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
3.3128065,0.19,1.75,0.243038049,0.33,-0.48148606,1.9,0.278753601,0.84,-0.075720714,10,1,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.91322,0.17,1.95,0.290034611,0.33,-0.48148606,2.1,0.322219295,0.9,-0.045757491,13.49,1.13001195,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.91322,0.17,1.95,0.290034611,0.33,-0.48148606,2.1,0.322219295,0.9,-0.045757491,13.49,1.13001195,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.939675,0.14,2,0.301029996,0.29,-0.537602002,2.3,0.361727836,0.9,-0.045757491,16.98,1.229937686,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.939675,0.14,2,0.301029996,0.29,-0.537602002,2.3,0.361727836,0.9,-0.045757491,16.98,1.229937686,3.630780548,0.56,6280,3.797959644,6550,3.8162413,EW
1.2625425,0.61,1.56,0.193124598,0.95,-0.022276395,1.66,0.220108088,1.65,0.217483944,5.22,0.717670503,4.67,0.669316881,6780,3.831229694,6640,3.822168079,EW
3.0536498,0.61,1.56,0.193124598,0.95,-0.022276395,1.66,0.220108088,1.65,0.217483944,5.22,0.717670503,4.67,0.669316881,6780,3.831229694,6640,3.822168079,EW
1.49509021,0.59,2.37,0.374748346,1.41,0.149219113,1.83,0.26245109,1.21,0.08278537,12.43,1.094471129,2.55,0.40654018,8060,3.906335042,6650,3.822821645,EW
6.164501,0.59,2.37,0.374748346,1.41,0.149219113,1.83,0.26245109,1.21,0.08278537,12.43,1.094471129,2.55,0.40654018,8060,3.906335042,6650,3.822821645,EW
0.374457,0.145387454,1.355,0.131939295,0.197,-0.705533774,1.448,0.160768562,0.648,-0.188424994,3.271567175,0.514755842,0.744186055,-0.128318472,6460,3.810232518,6669,3.824060717,EW
1.97,0.4,1.12,0.049218023,0.45,-0.346787486,1.07,0.029383778,0.65,-0.187086643,1.02,0.008600172,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.97,0.4,1.12,0.049218023,0.45,-0.346787486,1.07,0.029383778,0.65,-0.187086643,1.02,0.008600172,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.0325492,0.5,1.2,0.079181246,0.6,-0.22184875,1.1,0.041392685,0.7,-0.15490196,1.35,0.130333768,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.0325492,0.5,1.2,0.079181246,0.6,-0.22184875,1.1,0.041392685,0.7,-0.15490196,1.35,0.130333768,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.06131496,0.3,1.4,0.146128036,0.42,-0.37675071,1.3,0.113943352,0.65,-0.187086643,2.45,0.389166084,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.06131496,0.3,1.4,0.146128036,0.42,-0.37675071,1.3,0.113943352,0.65,-0.187086643,2.45,0.389166084,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.0691121,0.5,1.45,0.161368002,0.72,-0.142667504,1.3,0.113943352,0.82,-0.086186148,2.69,0.42975228,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.0691121,0.5,1.45,0.161368002,0.72,-0.142667504,1.3,0.113943352,0.82,-0.086186148,2.69,0.42975228,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
7.995,0.38,1.42,0.152288344,0.54,-0.26760624,1.3,0.113943352,0.73,-0.13667714,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
7.995,0.38,1.42,0.152288344,0.54,-0.26760624,1.3,0.113943352,0.73,-0.13667714,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
3.533735,0.45,1.5,0.176091259,0.67,-0.173925197,1.3,0.113943352,0.8,-0.096910013,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
3.533735,0.45,1.5,0.176091259,0.67,-0.173925197,1.3,0.113943352,0.8,-0.096910013,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
12.96641,0.4,1.57,0.195899652,0.63,-0.200659451,1.4,0.146128036,0.8,-0.096910013,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
12.96641,0.4,1.57,0.195899652,0.63,-0.200659451,1.4,0.146128036,0.8,-0.096910013,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.537316,0.39,1.8,0.255272505,0.7,-0.15490196,1.57,0.195899652,0.89,-0.050609993,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.537316,0.39,1.8,0.255272505,0.7,-0.15490196,1.57,0.195899652,0.89,-0.050609993,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.418347,0.52,1.4,0.146128036,0.73,-0.13667714,1.3,0.113943352,0.9,-0.045757491,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.418347,0.52,1.4,0.146128036,0.73,-0.13667714,1.3,0.113943352,0.9,-0.045757491,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
0.86691,0.45,1.7,0.230448921,0.72,-0.142667504,1.5,0.176091259,0.9,-0.045757491,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
0.86691,0.45,1.7,0.230448921,0.72,-0.142667504,1.5,0.176091259,0.9,-0.045757491,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.2,0.5,1.7,0.230448921,0.85,-0.070581074,1.45,0.161368002,0.94,-0.026872146,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.2,0.5,1.7,0.230448921,0.85,-0.070581074,1.45,0.161368002,0.94,-0.026872146,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.475216,0.58,1.6,0.204119983,0.9,-0.045757491,1.4,0.146128036,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.475216,0.58,1.6,0.204119983,0.9,-0.045757491,1.4,0.146128036,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.01482,0.62,1.65,0.217483944,1,0,1.4,0.146128036,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.01482,0.62,1.65,0.217483944,1,0,1.4,0.146128036,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.5732993,0.62,1.65,0.217483944,1.02,0.008600172,1.4,0.146128036,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.5732993,0.62,1.65,0.217483944,1.02,0.008600172,1.4,0.146128036,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.67737,0.46,1.75,0.243038049,0.8,-0.096910013,1.55,0.190331698,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.67737,0.46,1.75,0.243038049,0.8,-0.096910013,1.55,0.190331698,1,0,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.62967,0.62,1.7,0.230448921,1.05,0.021189299,1.48,0.170261715,1.05,0.021189299,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.62967,0.62,1.7,0.230448921,1.05,0.021189299,1.48,0.170261715,1.05,0.021189299,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.35191,0.56,1.8,0.255272505,1,0,1.53,0.184691431,1.05,0.021189299,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.35191,0.56,1.8,0.255272505,1,0,1.53,0.184691431,1.05,0.021189299,3.63,0.559906625,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.2435035,0.39,1.55,0.190331698,0.6,-0.22184875,1.4,0.146128036,0.79,-0.102372909,4.17,0.620136055,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.2435035,0.39,1.55,0.190331698,0.6,-0.22184875,1.4,0.146128036,0.79,-0.102372909,4.17,0.620136055,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.873417,0.5,1.75,0.243038049,0.87,-0.060480747,1.5,0.176091259,0.96,-0.017728767,4.68,0.670245853,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.873417,0.5,1.75,0.243038049,0.87,-0.060480747,1.5,0.176091259,0.96,-0.017728767,4.68,0.670245853,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.9032,0.56,1.65,0.217483944,0.92,-0.036212173,1.45,0.161368002,0.98,-0.008773924,4.68,0.670245853,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.9032,0.56,1.65,0.217483944,0.92,-0.036212173,1.45,0.161368002,0.98,-0.008773924,4.68,0.670245853,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.075177,0.63,1.33,0.123851641,0.84,-0.075720714,1.6,0.204119983,1.3,0.113943352,4.68,0.670245853,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.075177,0.63,1.33,0.123851641,0.84,-0.075720714,1.6,0.204119983,1.3,0.113943352,4.68,0.670245853,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.23984,0.24,1.35,0.130333768,0.33,-0.48148606,1.7,0.230448921,0.85,-0.070581074,5.13,0.710117365,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.23984,0.24,1.35,0.130333768,0.33,-0.48148606,1.7,0.230448921,0.85,-0.070581074,5.13,0.710117365,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
3.2052032,0.18,1.75,0.243038049,0.32,-0.494850022,2,0.301029996,0.87,-0.060480747,10,1,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
3.2052032,0.18,1.75,0.243038049,0.32,-0.494850022,2,0.301029996,0.87,-0.060480747,10,1,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.5317673,0.16,1.9,0.278753601,0.3,-0.522878745,1.9,0.278753601,0.87,-0.060480747,12.3,1.089905111,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
1.5317673,0.16,1.9,0.278753601,0.3,-0.522878745,1.9,0.278753601,0.87,-0.060480747,12.3,1.089905111,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.113405,0.14,2.05,0.311753861,0.29,-0.537602002,2.4,0.380211242,0.92,-0.036212173,16.98,1.229937686,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
2.113405,0.14,2.05,0.311753861,0.29,-0.537602002,2.4,0.380211242,0.92,-0.036212173,16.98,1.229937686,4.168693835,0.62,6280,3.797959644,6670,3.824125834,EW
0.38043556,0.304495913,1.468,0.166726056,0.447,-0.349692477,1.4,0.146128036,0.84,-0.075720714,3.434245192,0.535831299,1.266343978,0.10255169,6650,3.822821645,6690,3.825426118,EW
1.266821,0.43,1.39,0.1430148,0.61,-0.214670165,1.22,0.086359831,1.05,0.021189299,2.67,0.426511261,1.96,0.292256071,6700,3.826074803,6700,3.826074803,EW
1.49509021,0.43,1.39,0.1430148,0.61,-0.214670165,1.22,0.086359831,1.05,0.021189299,2.67,0.426511261,1.96,0.292256071,6700,3.826074803,6700,3.826074803,EW
1.7428,0.7,2.4,0.380211242,1.68,0.225309282,2.66,0.424881637,1.72,0.235528447,24.72,1.393048466,5.34,0.727541257,7890,3.897077003,6710,3.82672252,EW
1.8398202,0.7,2.4,0.380211242,1.68,0.225309282,2.66,0.424881637,1.72,0.235528447,24.72,1.393048466,5.34,0.727541257,7890,3.897077003,6710,3.82672252,EW
3.247619,0.3,1.45,0.161368002,0.44,-0.356547324,1.35,0.130333768,0.68,-0.167491087,2.45,0.389166084,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
3.247619,0.3,1.45,0.161368002,0.44,-0.356547324,1.35,0.130333768,0.68,-0.167491087,2.45,0.389166084,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.53279958,0.37,1.43,0.155336037,0.53,-0.27572413,1.34,0.127104798,0.77,-0.113509275,2.69,0.42975228,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.53279958,0.37,1.43,0.155336037,0.53,-0.27572413,1.34,0.127104798,0.77,-0.113509275,2.69,0.42975228,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.1814615,0.52,1.47,0.167317335,0.76,-0.119186408,1.3,0.113943352,0.85,-0.070581074,2.69,0.42975228,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.1814615,0.52,1.47,0.167317335,0.76,-0.119186408,1.3,0.113943352,0.85,-0.070581074,2.69,0.42975228,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
2.20889,0.46,1.5,0.176091259,0.7,-0.15490196,1.3,0.113943352,0.8,-0.096910013,3.63,0.559906625,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
2.20889,0.46,1.5,0.176091259,0.7,-0.15490196,1.3,0.113943352,0.8,-0.096910013,3.63,0.559906625,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
2.791113,0.49,1.42,0.152288344,0.7,-0.15490196,1.35,0.130333768,0.8,-0.096910013,3.63,0.559906625,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
2.791113,0.49,1.42,0.152288344,0.7,-0.15490196,1.35,0.130333768,0.8,-0.096910013,3.63,0.559906625,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
3.8217498,0.41,1.48,0.170261715,0.61,-0.214670165,1.33,0.123851641,0.82,-0.086186148,3.63,0.559906625,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
3.8217498,0.41,1.48,0.170261715,0.61,-0.214670165,1.33,0.123851641,0.82,-0.086186148,3.63,0.559906625,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.739293,0.44,1.5,0.176091259,0.65,-0.187086643,1.35,0.130333768,0.8,-0.096910013,4.17,0.620136055,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.739293,0.44,1.5,0.176091259,0.65,-0.187086643,1.35,0.130333768,0.8,-0.096910013,4.17,0.620136055,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
3.317769,0.41,1.6,0.204119983,0.65,-0.187086643,1.42,0.152288344,0.82,-0.086186148,4.17,0.620136055,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
3.317769,0.41,1.6,0.204119983,0.65,-0.187086643,1.42,0.152288344,0.82,-0.086186148,4.17,0.620136055,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.228985,0.44,1.45,0.161368002,0.64,-0.193820026,1.33,0.123851641,0.85,-0.070581074,4.17,0.620136055,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.228985,0.44,1.45,0.161368002,0.64,-0.193820026,1.33,0.123851641,0.85,-0.070581074,4.17,0.620136055,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
0.622248,0.41,1.58,0.198657087,0.65,-0.187086643,1.4,0.146128036,0.82,-0.086186148,4.68,0.670245853,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
0.622248,0.41,1.58,0.198657087,0.65,-0.187086643,1.4,0.146128036,0.82,-0.086186148,4.68,0.670245853,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
0.76123,0.44,1.8,0.255272505,0.8,-0.096910013,1.55,0.190331698,0.95,-0.022276395,4.68,0.670245853,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
0.76123,0.44,1.8,0.255272505,0.8,-0.096910013,1.55,0.190331698,0.95,-0.022276395,4.68,0.670245853,4.677351413,0.67,6280,3.797959644,6750,3.829303773,EW
1.15847,0.5,1.35,0.130333768,0.68,-0.167491087,1.2,0.079181246,0.77,-0.113509275,1.95,0.290034611,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.15847,0.5,1.35,0.130333768,0.68,-0.167491087,1.2,0.079181246,0.77,-0.113509275,1.95,0.290034611,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.024869,0.35,1.35,0.130333768,0.47,-0.327902142,1.27,0.103803721,0.68,-0.167491087,2.45,0.389166084,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.024869,0.35,1.35,0.130333768,0.47,-0.327902142,1.27,0.103803721,0.68,-0.167491087,2.45,0.389166084,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.11015,0.46,1.32,0.120573931,0.61,-0.214670165,1.2,0.079181246,0.73,-0.13667714,2.45,0.389166084,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.11015,0.46,1.32,0.120573931,0.61,-0.214670165,1.2,0.079181246,0.73,-0.13667714,2.45,0.389166084,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.704937,0.5,1.38,0.139879086,0.69,-0.161150909,1.23,0.089905111,0.79,-0.102372909,2.69,0.42975228,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.704937,0.5,1.38,0.139879086,0.69,-0.161150909,1.23,0.089905111,0.79,-0.102372909,2.69,0.42975228,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.64,0.31,1.9,0.278753601,0.59,-0.229147988,1.7,0.230448921,0.67,-0.173925197,3.63,0.559906625,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.64,0.31,1.9,0.278753601,0.59,-0.229147988,1.7,0.230448921,0.67,-0.173925197,3.63,0.559906625,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.290032,0.42,1.45,0.161368002,0.61,-0.214670165,1.3,0.113943352,0.77,-0.113509275,3.63,0.559906625,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.290032,0.42,1.45,0.161368002,0.61,-0.214670165,1.3,0.113943352,0.77,-0.113509275,3.63,0.559906625,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.232486,0.4,1.5,0.176091259,0.6,-0.22184875,1.35,0.130333768,0.78,-0.107905397,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.232486,0.4,1.5,0.176091259,0.6,-0.22184875,1.35,0.130333768,0.78,-0.107905397,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.8134394,0.42,1.45,0.161368002,0.61,-0.214670165,1.37,0.136720567,0.8,-0.096910013,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.8134394,0.42,1.45,0.161368002,0.61,-0.214670165,1.37,0.136720567,0.8,-0.096910013,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.008914,0.4,1.62,0.209515015,0.65,-0.187086643,1.44,0.158362492,0.83,-0.080921908,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
1.008914,0.4,1.62,0.209515015,0.65,-0.187086643,1.44,0.158362492,0.83,-0.080921908,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.84819939,0.5,1.55,0.190331698,0.78,-0.107905397,1.5,0.176091259,0.85,-0.070581074,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.84819939,0.5,1.55,0.190331698,0.78,-0.107905397,1.5,0.176091259,0.85,-0.070581074,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
0.96494,0.43,1.8,0.255272505,0.77,-0.113509275,1.55,0.190331698,0.92,-0.036212173,4.68,0.670245853,5.12861384,0.71,6180,3.790988475,6820,3.833784375,EW
